x, y, z
  0.0182,  -1.0050,   0.0413
  0.0149,  -1.0053,   0.0391
  0.0167,  -1.0044,   0.0399
  0.0176,  -1.0052,   0.0428
  0.0161,  -1.0045,   0.0416
  0.0114,  -1.0048,   0.0372
  0.0087,  -1.0070,   0.0345
  0.0043,  -1.0056,   0.0270
  0.0084,  -1.0058,   0.0273
  0.0115,  -1.0058,   0.0306
  0.0134,  -1.0058,   0.0325
  0.0148,  -1.0053,   0.0342
  0.0160,  -1.0058,   0.0428
  0.0205,  -1.0037,   0.0505
  0.0233,  -1.0025,   0.0576
  0.0225,  -1.0033,   0.0571
  0.0154,  -1.0047,   0.0519
  0.0118,  -1.0052,   0.0492
  0.0114,  -1.0048,   0.0459
  0.0061,  -1.0050,   0.0405
  0.0024,  -1.0044,   0.0352
  0.0039,  -1.0056,   0.0365
  0.0039,  -1.0049,   0.0356
  0.0056,  -1.0050,   0.0389
  0.0092,  -1.0049,   0.0382
  0.0078,  -1.0055,   0.0354
  0.0071,  -1.0058,   0.0352
  0.0111,  -1.0060,   0.0365
  0.0139,  -1.0047,   0.0388
  0.0144,  -1.0045,   0.0394
  0.0132,  -1.0054,   0.0343
  0.0120,  -1.0056,   0.0314
  0.0188,  -1.0058,   0.0353
  0.0220,  -1.0054,   0.0378
  0.0206,  -1.0047,   0.0371
  0.0171,  -1.0054,   0.0334
  0.0165,  -1.0050,   0.0343
  0.0167,  -1.0059,   0.0387
  0.0136,  -1.0052,   0.0365
  0.0109,  -1.0049,   0.0361
  0.0107,  -1.0058,   0.0355
  0.0101,  -1.0058,   0.0358
  0.0105,  -1.0054,   0.0393
  0.0110,  -1.0048,   0.0425
  0.0106,  -1.0053,   0.0420
  0.0085,  -1.0045,   0.0414
  0.0096,  -1.0047,   0.0431
  0.0105,  -1.0044,   0.0453
  0.0068,  -1.0049,   0.0446
  0.0051,  -1.0041,   0.0437
  0.0049,  -1.0049,   0.0393
  0.0065,  -1.0052,   0.0353
  0.0083,  -1.0049,   0.0316
  0.0117,  -1.0052,   0.0361
  0.0150,  -1.0059,   0.0397
  0.0105,  -1.0055,   0.0404
  0.0131,  -1.0055,   0.0458
  0.0149,  -1.0050,   0.0470
  0.0156,  -1.0050,   0.0461
  0.0168,  -1.0047,   0.0398
  0.0125,  -1.0045,   0.0359
  0.0105,  -1.0052,   0.0326
  0.0132,  -1.0052,   0.0321
