x, y, z
 -1.5870,  12.5126, -48.3413
 -2.0753,  13.1230, -48.6465
 -2.3804,  15.1982, -48.8296
 -2.5636,  17.0293, -48.9517
 -2.7467,  17.0293, -49.1958
 -3.0519,  15.3203, -49.3179
 -3.8453,  15.5644, -49.2569
 -4.6999,  16.4190, -49.0738
 -5.9206,  18.6773, -48.5244
 -7.1413,  21.0578, -47.7920
 -8.6673,  22.2175, -46.9985
-10.2542,  23.0110, -46.0830
-11.6581,  24.3538, -45.1064
-12.8178,  25.5135, -44.0687
-14.0385,  25.8797, -43.0921
-14.9541,  25.9407, -42.2376
-15.8086,  25.6355, -41.4441
-16.5410,  25.8797, -40.8338
-17.0904,  24.9031, -40.7117
-17.5176,  22.1564, -40.7727
-17.8838,  17.6397, -41.1390
-18.4942,  12.6957, -41.5052
-18.9825,   7.8738, -41.8104
-19.5929,   4.2116, -41.5052
-20.0201,   2.3194, -40.6507
-20.3864,   2.1363, -39.1858
-21.0578,   3.7843, -37.1105
-22.2175,   5.7985, -34.7911
-23.7434,   6.5310, -32.5327
-25.5745,   5.5544, -30.3964
-27.5277,   4.5167, -28.3212
-29.5419,   4.1505, -26.5511
-31.3730,   3.9064, -24.7200
-32.6548,   3.4791, -22.9499
-33.8755,   2.5025, -21.1798
-34.8521,   1.5259, -19.3487
-36.0118,   1.3428, -17.6397
-37.1715,   2.0142, -15.9307
-38.3312,   2.3804, -14.4658
-39.3078,   1.9532, -13.4281
-39.7961,   0.1221, -12.4516
-39.9792,  -2.1363, -11.5360
-39.7961,  -5.0661, -10.8036
-39.5520,  -8.0569, -10.0101
-39.0027, -11.6581,  -9.0335
-38.4533, -13.7944,  -7.8738
-37.9040, -13.6723,  -6.4089
-37.1715, -14.5268,  -4.7609
-36.6222, -15.1372,  -3.4181
-36.2560, -15.5644,  -2.0753
-35.8898, -16.5410,  -0.7935
-35.5235, -17.5176,   0.2441
-35.5235, -17.6397,   1.2207
-35.7677, -18.1890,   1.8921
-35.8287, -20.1422,   2.4415
-35.7067, -22.5227,   3.1739
-35.0352, -23.9875,   4.1505
-33.6924, -24.4758,   5.3713
-32.2886, -24.3538,   6.7141
-30.9458, -24.7200,   7.8127
-29.8471, -26.1238,   8.6673
-28.7484, -27.8939,   9.3387
-27.6498, -28.6264,  10.2542
-26.3070, -29.9081,  11.6581
-24.6590, -30.4575,  13.7333
-22.8889, -29.4809,  16.2358
-21.1798, -26.0018,  18.7994
-19.8370, -23.2551,  21.2409
-18.7994, -21.4850,  23.3772
-17.7618, -18.9825,  24.7810
-16.8462, -17.0904,  25.8797
-15.9917, -16.7241,  26.6121
-15.0151, -17.0904,  26.7953
-13.9775, -18.7994,  26.9173
-12.9398, -18.4942,  26.7342
-11.7801, -17.0293,  26.6732
-10.1932, -15.6255,  26.3070
 -8.5452, -15.6865,  25.6355
 -7.1413, -16.5410,  24.5979
 -5.7985, -17.7618,  23.1941
 -4.7609, -18.5553,  21.4240
 -4.0895, -19.0436,  19.4708
 -3.6622, -19.9591,  17.4566
 -3.4181, -21.1798,  15.4424
 -3.1129, -24.1096,  13.7333
 -2.6246, -26.1238,  12.1464
 -2.1363, -25.8797,  10.8036
 -1.6480, -24.8421,   9.7049
 -1.0987, -24.7200,   8.6673
 -0.3662, -24.9641,   7.8127
  0.2441, -24.6590,   7.2024
  0.8545, -23.4993,   6.7751
  1.5259, -21.4240,   6.7141
  2.0142, -19.0436,   6.7751
  2.1973, -16.6021,   6.9582
  2.1973, -13.6723,   7.2024
  2.1363, -10.9256,   7.6296
  1.8311,  -9.7659,   7.9958
  1.4039, -10.2542,   8.0569
  1.3428, -11.7191,   7.6907
  1.4649, -12.3295,   7.2024
  1.9532, -12.5736,   6.7751
  2.4415, -11.1087,   6.2868
  2.7467,  -9.2166,   5.9206
  3.3570,  -7.6296,   5.4933
  3.9064,  -7.0803,   4.8830
  4.3336,  -6.9582,   4.2726
  4.5167,  -7.6907,   3.5401
  4.3947,  -9.4607,   2.8077
  4.2116, -10.3153,   2.0142
  4.3336, -10.2542,   1.2207
  4.4557,  -9.7049,   0.6104
  4.6999,  -8.9724,   0.0000
  5.1271,  -9.1556,  -0.5493
  5.6764,  -9.8270,  -1.2207
  5.9206,  -9.5828,  -1.8921
  5.9206,  -9.4607,  -2.4415
  5.7375,  -9.7659,  -3.1739
  5.4323, -10.2542,  -3.8453
  5.0050, -10.1932,  -4.2726
  4.5778,  -9.2166,  -4.5167
  4.0895,  -8.5452,  -4.7609
  3.3570,  -8.3010,  -5.0661
  2.5025,  -8.4231,  -5.5544
  1.5870,  -8.7283,  -6.0427
  0.7935,  -8.5452,  -6.4699
  0.1221,  -7.8127,  -6.6530
 -0.4273,  -7.1413,  -6.6530
 -1.1597,  -6.2258,  -6.5920
 -2.0142,  -4.5778,  -6.5310
 -2.8687,  -3.6012,  -6.5310
 -3.3570,  -3.5401,  -6.5920
 -3.4181,  -3.9674,  -6.5310
 -3.1739,  -4.0895,  -6.4699
 -2.8077,  -3.5401,  -6.2258
 -2.4415,  -2.7467,  -6.0427
 -2.1363,  -2.6856,  -5.9816
 -2.1363,  -3.4791,  -6.1037
 -1.9532,  -3.7843,  -6.1647
 -1.6480,  -3.2350,  -6.1037
 -1.3428,  -2.5025,  -5.7985
 -1.0376,  -2.1973,  -5.4323
 -0.2441,  -2.6246,  -5.0661
  0.6104,  -3.2960,  -4.5167
  1.7090,  -3.6622,  -4.0284
  2.8687,  -3.4181,  -3.4181
  3.9674,  -3.6622,  -2.8687
  4.8219,  -4.6999,  -2.5025
  5.1271,  -5.7375,  -2.3804
  5.3713,  -6.0427,  -2.1973
  5.5544,  -5.9206,  -2.0142
  5.4323,  -4.9440,  -1.6480
  5.1881,  -3.6622,  -1.3428
